"PP","Start.Date","Prior","Prior_cons","Post","Post_cons","GE_Worry","GE_PolSupport","GE_Intention","Justification","ManCheck1","ManCheck2","ManCheck3","ManCheckBP1","ManCheckBP2","ManCheckBP3","BE_useful","BE_apply","ME_fair","ME_biased","ME_trust","ME_accur","ME_wholeStory","ME_factual","ME_factOpinion","OMC1","OMC2","OMC3","OMC4","OMC5","AC","OMC6","TrustScientists","Perc_knowledge","Topic_importance","Pol_affil","Pol_ideo","Nationality","Relig","Nat_heur","Age","Gender_MC","Gender_text","Education","Condition","PP_DS","PPcons_DS","Prior_c","OMCscore","BEscore","MEscore","Pol_affil_n","Pol_ideo_n","Pol_orient","ReadTimeInf","ReadTime_Mes","PracticeClaim1","PracticeClaim2","PracticeClaim3","countPT","countMCBP","MCComb","Consensus_mention_auto","countMC_auto"
"586","14-10-19 20:59",60,91,-59,95,4,3,5,"I think most GE food is safe to eat; however, I fear that large corporate food conglomerates will be sloppy and rush GE food alternatives to the market that haven't been tested properly. ","Statistics","Claims","Evidence","Vitamin supplements are good for your heart","It starts with a question - Evidence is gathered - A consensus develops - Evaluate a claim","The evidence is continuously discussed by scientists with the relevant expertise.",4,5,1,1,1,1,3,1,1,5,4,5,3,5,2,5,6,5,7,"Strong Democrat","Liberal","United States of America","No",4,NA,NA,NA,"Undergraduate degree (BA/BSc/other)","BoostPlus",-119,4,9.20348204570185,0.5,4.5,1.28571428571429,-1.71287736386361,-0.923237611897546,-2.63611497576116,1430.188,50.182,"Yes","Yes","No",0,3,"Statistics Claims Evidence","n",0
"587","14-10-19 21:31",100,70,83,81,7,7,7,"Due to research outside of this study that deals with scientist discovering cancer linked to GE foods, I pretty much have a consensus on how GE food is hazardous to our health.   ","read labels","search reviews ","","Omega-3 fatty acid is good for you immune system","It starts with a question - Evidence is gathered - A consensus develops - Evaluate a claim","The evidence is continuously discussed by scientists with the relevant expertise.",5,4,2,3,2,3,2,2,4,5,1,7,4,5,2,3,1,5,7,"Independent Lean Democrat","Moderate","United States of America","No",7,NA,NA,NA,"Undergraduate degree (BA/BSc/other)","BoostPlus",-17,11,49.2034820457018,1.5,4.5,2.57142857142857,-0.570959121287871,0,-0.570959121287871,47.778,195.304,"Yes","No","Yes",2,2,"read labels search reviews  ","n",0
"588","14-10-19 21:46",73,52,82,46,5,4,5,"I believe it is worse for your health, but also not 100% sure that it is 100% worse for your health","Research","Review","Opinion/Experience","","","",NA,NA,5,4,5,5,4,4,4,7,2,6,2,7,2,2,3,4,4,"Independent Lean Republican","Moderate","United States of America","Yes",6,NA,NA,NA,"Graduate degree (MA/MSc/MPhil/other)","Control",9,-6,22.2034820457018,2.33333333333333,NA,4.42857142857143,0.570959121287871,0,0.570959121287871,3.174,2.929,"Yes","Yes","Yes",1,NA,"Research Review Opinion/Experience","n",0
"589","14-10-19 22:08",100,97,100,97,7,7,7,"There is plenty of research to indicate gmo food is not good for your health and there are plenty of sick people to prove it.","I look at the sources.","I search out keywords.","I follow links and see what I can verify and what I can't.","","","",NA,NA,6,6,6,6,6,6,6,6,4,5,3,3,2,4,2,5,7,"Independent","Very conservative","United States of America","No",5,NA,NA,NA,"Undergraduate degree (BA/BSc/other)","Consensus",0,0,49.2034820457018,0.5,NA,6,0,1.84647522379509,1.84647522379509,30.171,129.168,"No","Yes","Yes",2,NA,"I look at the sources. I search out keywords. I follow links and see what I can verify and what I can't.","n",1
"590","14-10-19 22:16",83,20,-37,92,6,4,5,"It seems like I am going to change my mind about GE food. I need to do more research on this topic. After reading your article, which I'm not sure is real or hypothetical for the study purposes, I thought I might be wrong al that time. ","Consensus","Source","Expertise ","Vitamin supplements are good for your heart","It starts with a question - Evidence is gathered - A consensus develops - Evaluate a claim","The evidence is continuously discussed by scientists with the relevant expertise.",4,7,2,2,4,4,4,4,2,6,2,6,2,6,2,2,6,4,4,"Independent","Moderate","United States of America","Yes",6,NA,NA,NA,"Doctorate degree (PhD/MD/other)","BoostPlus",-120,72,32.2034820457018,2,5.5,3.14285714285714,0,0,0,227.782,106.438,"No","No","Yes",3,3,"Consensus Source Expertise ","y",3
"591","14-10-19 22:49",10,24,10,70,6,4,5,"I say 10% because there is nothing proving that genetically modified food is good for you in the long term. Introducing gene from something else can often create unintended consequences or can do something to the body that a non genetic modified food item doesn't normally do. I'm not totally against GE food but they have to prove it to me.","Who is stating the claim","Who is the person","Which organization/profession  are they from","","","",NA,NA,4,5,4,4,4,4,4,4,4,5,4,5,2,4,4,4,4,"Independent Lean Democrat","Liberal","United States of America","No",5,NA,NA,NA,"Undergraduate degree (BA/BSc/other)","Consensus",0,46,-40.7965179542982,0.333333333333333,NA,4.14285714285714,-0.570959121287871,-0.923237611897546,-1.49419673318542,10.437,65.642,"Yes","Yes","No",0,NA,"Who is stating the claim Who is the person Which organization/profession  are they from","n",2
"592","14-10-19 23:07",25,65,25,65,3,1,4,"I understand that there are genetic engineering practices that do things to help crops grow larger and resist disease, things that aren't always inherently harmful. However, I am concerned by the possibility that consuming as much GE food as we do, something that humans have historically not been used to, may disrupt our physiology in future generations.","Read it","Consult my prior knowledge","Search for a reputable source online to back the claim","","","",NA,NA,1,2,2,2,2,1,1,4,3,6,2,4,2,2,5,4,3,"Democrat","Liberal","United States of America","Yes",4,NA,NA,NA,"Secondary school / GCSE","Control",0,0,-25.7965179542982,1.16666666666667,NA,1.57142857142857,-1.14191824257574,-0.923237611897546,-2.06515585447329,13.306,90.274,"No","No","No",2,NA,"Read it Consult my prior knowledge Search for a reputable source online to back the claim","n",1
"593","14-10-19 23:38",5,40,5,40,3,3,6,"I have read very little about this topic before in the past, and feel genetically engineered food could be a problem","i listen","research","think aloud","","","",NA,NA,4,4,2,2,3,2,4,7,5,5,4,3,2,4,5,3,6,"Independent","Moderate","United States of America","Yes",6,NA,NA,NA,"No formal qualification","Control",0,0,-45.7965179542982,0.333333333333333,NA,3,0,0,0,17.531,67.553,"Yes","Yes","Yes",1,NA,"i listen research think aloud","n",0
"594","14-10-19 23:43",17,40,10,51,6,4,4,"it might have some side effects on our health that we don't know about. This might be worse than regular food","read articles ","research on internet","talk to friends","","","",NA,NA,2,1,3,3,4,2,3,6,2,7,2,6,2,3,5,6,5,"Independent","Moderate","United States of America","No",6,NA,NA,NA,"Undergraduate degree (BA/BSc/other)","Control",-7,11,-33.7965179542982,2,NA,2.57142857142857,0,0,0,7.321,67.634,"Yes","Yes","Yes",1,NA,"read articles  research on internet talk to friends","n",0
"595","14-10-19 23:36",15,80,10,95,2,3,4,"Although there is evidence supporting that genetically engineered food is not worse, I still worry about what un-studied long-term effects could arise, including through family lines.","Percentages are used","the claims are supported by citations","I can find the information in multiple places and are all in agreeance","","It starts with a question - Evidence is gathered - A consensus develops - Evaluate a claim","The evidence is continuously discussed by scientists with the relevant expertise.",6,5,3,3,2,3,4,4,3,7,1,7,1,7,2,1,6,3,2,"Independent","Liberal","United States of America","No",5,NA,NA,NA,"College / A levels","BoostPlus",-5,15,-35.7965179542982,3,5.5,3.14285714285714,0,-0.923237611897546,-0.923237611897546,141.655,70.676,"No","Yes","Yes",2,2,"Percentages are used the claims are supported by citations I can find the information in multiple places and are all in agreeance","y",1
"596","15-10-19 00:13",80,80,60,92,7,5,5,"This is one of the few things where I still have a healthy dose of skepticism. There are many things originally deemed safe by scientists (such as glyphosate), only for scientists to later back-track. Food is fuel for the human body - why engineer it genetically if there's not a need to? There are other types of bananas that could be grown. Further, countries like China only require food labelling if a food is *not* GMO. The fact that the Chinese government is so supportive of GMOs makes me question their safety as well.","Read about it","Look for the source","Check the credibility and accuracy of the source","Vitamin supplements are good for your heart","","The evidence is continuously discussed by scientists with the relevant expertise.",4,1,2,3,1,2,4,1,2,3,1,1,6,1,2,4,7,2,5,"Independent Lean Democrat","Very liberal","United States of America","No",5,NA,NA,NA,"Graduate degree (MA/MSc/MPhil/other)","BoostPlus",-20,12,29.2034820457018,-1,2.5,2.14285714285714,-0.570959121287871,-1.84647522379509,-2.41743434508296,21.703,48.432,"Yes","No","No",1,2,"Read about it Look for the source Check the credibility and accuracy of the source","n",1
"597","15-10-19 00:20",46,2,0,61,6,4,2,"After the reading the article I was surprised since I have heard the opposite from researchers in France testing GE food on rats and the rats growing tumors. My score is 0% because I'm not sure anymore and have to reevaluate my stance.","Who made the claim","What the claim is","What evidence supports the claim","","","",NA,NA,4,5,4,4,6,3,4,6,4,3,5,3,2,4,5,3,4,"Republican","Moderate","United States of America","Yes",3,NA,NA,NA,"College / A levels","Consensus",-46,59,-4.79651795429815,-0.166666666666667,NA,4.28571428571429,1.14191824257574,0,1.14191824257574,6.408,75.064,"No","No","No",2,NA,"Who made the claim What the claim is What evidence supports the claim","n",1
"598","15-10-19 00:28",90,30,20,80,5,3,4,"I'm still not completely convinced on the effects of GE-food. I would like to read more research on the topic before I make my decision.","Look for experts and their institutions","Research the experts' past research","","Vitamin supplements are good for your heart","It starts with a question - Evidence is gathered - A consensus develops - Evaluate a claim","The evidence is continuously discussed by scientists with the relevant expertise.",6,5,4,6,4,4,6,5,5,6,2,7,2,6,2,2,5,2,4,"Democrat","Liberal","United States of America","No",6,NA,NA,NA,"Undergraduate degree (BA/BSc/other)","BoostPlus",-70,50,39.2034820457018,2.16666666666667,5.5,4.85714285714286,-1.14191824257574,-0.923237611897546,-2.06515585447329,111.501,90.901,"No","Yes","Yes",2,3,"Look for experts and their institutions Research the experts' past research ","n",2
"599","15-10-19 01:07",78,60,41,71,6,5,7,"I believe that genetically engineered food is worse for our health because I think that certain chemicals are transferred into the foods. I feel that by genetically modifying foods to replicate those naturally grown will have certain side effects that could potentially put an individual's health at risk in the future.","Hypothesis","Test","Conclusion","","","",NA,NA,2,3,1,2,5,3,2,7,1,7,3,7,2,3,6,2,6,"Democrat","Moderate","United States of America","Yes",5,NA,NA,NA,"College / A levels","Control",-37,11,27.2034820457018,2.33333333333333,NA,2.57142857142857,-1.14191824257574,0,-1.14191824257574,13.823,67.481,"Yes","No","No",1,NA,"Hypothesis Test Conclusion","n",0
"600","15-10-19 02:45",52,49,0,92,4,4,4,"I'm still unsure and simply reading 1 article here about bananas isn't enough to change my mind one way or the other. I'd like to believe they are just as ok as non GE food but I have to look into it more to decide. ","I google credible scientific sites","I also read from alternative holistic sources ","","","","",NA,NA,3,4,4,4,4,3,4,5,3,6,3,5,2,3,5,2,4,"Independent Lean Democrat","Moderate","United States of America","No",6,NA,NA,NA,"Undergraduate degree (BA/BSc/other)","Consensus",-52,43,1.20348204570185,1.16666666666667,NA,3.71428571428571,-0.570959121287871,0,-0.570959121287871,11.337,131.532,"No","No","Yes",3,NA,"I google credible scientific sites I also read from alternative holistic sources  ","n",1
